source_file,category,title_in_contents,in_index_116,role,include_in_master,decision
critica/mact40.txt,critica,Garrett (1899),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
critica/mact41.txt,critica,Eça de Queirós (1900),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
critica/mact42.txt,critica,Eduardo Prado (1901),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
critica/mact43.txt,critica,Magalhães de Azeredo e Mário de Alencar: Horas sagradas e Versos (1902),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
critica/mact44.txt,critica,Oliveira Lima: Secretário d'el-rei (1904),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
critica/mact45.txt,critica,Joaquim Nabuco: Pensées détachées et souvenirs (1906),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
cronica/macr01.txt,cronica,Comentários da semana (1861-1863),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
cronica/macr02.txt,cronica,Crônicas do Dr. Semana (1861-1864),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
cronica/macr03.txt,cronica,Crônicas - O futuro (1862-1863),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
cronica/macr04.txt,cronica,Ao acaso (1864-1865),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
cronica/macr05.txt,cronica,Cartas fluminenses (1867),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
cronica/macr06.txt,cronica,Badaladas (1871-1873),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
cronica/macr07.txt,cronica,História de quinze dias (1876-1877),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
cronica/macr08.txt,cronica,História dos trinta dias (1878),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
cronica/macr09.txt,cronica,Notas semanais (1878),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
cronica/macr10.txt,cronica,Balas de estalo (1883-1886),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
cronica/macr11.txt,cronica,Bons dias! (1888-1889),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
cronica/macr12.txt,cronica,A semana (1892-1800),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
cronica/macr13.txt,cronica,O jornal e o livro (1859),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
cronica/macr14.txt,cronica,A reforma pelo jornal (1859),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
cronica/macr15.txt,cronica,Aquarelas (1859),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
cronica/macr16.txt,cronica,O Visconde de Castilho (1875),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
cronica/macr17.txt,cronica,Cherchez la femme (1881),True,item_indexado,True,item autoral indexado pelo pacote NLTK/MEC
